"FALSE","obs","pred"
"402",1,0.457391087117598
"403",1,0.245667989417989
"404",1,0.933996041496041
"405",1,0.928628277153558
"406",1,0.970068578764231
"407",1,0.117421812499533
"408",1,0.464325842696629
"409",1,0.79578853046595
"410",1,0.601559152396591
"411",1,0.251274651274651
"412",1,0.579397259937033
"413",1,0.513124523111501
"414",1,0.445728336940037
"415",1,0.856229773462783
"416",1,0.601840864525598
"417",1,0.257684580612757
"418",1,0.733612662942272
"419",1,0.599634587014666
"420",1,0.529243849749533
"421",1,0.35483548953162
"422",1,0.848404255319149
"423",1,0.407584316501274
"424",1,0.498974917934817
"425",1,0.55087962962963
"426",1,0.852983032293377
"427",1,0.438219895287958
"428",1,0.440043514519302
"429",1,0.627842183994016
"430",1,0.467498430634024
"431",1,0.51023468002747
"432",1,0.743333333333333
"433",1,0.530299374271673
"434",1,0.593934981513835
"435",1,0.828867808233368
"436",1,0.652242162279022
"437",1,0.408416988289918
"438",1,0.312358065220523
"439",1,0.220792485819855
"440",1,0.684985043118427
"441",1,0.343308080808081
"442",1,0.963915727321524
"443",1,0.548332410440602
"444",1,0.510092592592593
"445",1,0.75652557319224
"446",1,0.16390999731897
"447",1,0.828805141313206
"448",1,0.626857142857143
"449",1,0.694059784635284
"450",1,0.510460537579182
"451",1,0.839605734767025
"452",1,0.850918540004835
"453",1,0.781834215167548
"454",1,0.265948764100078
"455",1,0.991907514450867
"456",1,0.31457609735226
"457",1,0.194455814173992
"458",1,0.37044462629569
"459",1,0.443461916669052
"460",1,0.629598242310107
"461",1,0.238999124576544
"462",1,0.74597423510467
"463",1,0.333609576427256
"464",1,0.629331778674222
"465",1,0.546388888888889
"466",1,0.972071678321678
"467",1,0.284893954074807
"468",1,0.83342151675485
"469",1,0.949170137694728
"470",1,0.295396825396825
"471",1,0.65323090736543
"472",1,0.585088363648735
"473",1,0.447829967360261
"474",1,0.620030086080004
"475",1,0.578065325553609
"476",1,0.952785084301042
"477",1,0.420960478660543
"478",1,0.953084625322997
"479",1,0.802122670076038
"480",1,0.818913458913459
"481",1,0.28069375109524
"482",1,0.74748047367095
"483",1,0.432267882347864
"484",1,0.351491228070175
"485",1,0.159903867650346
"486",1,0.206342981415455
"487",1,0.355668565352462
"488",1,0.322167613593146
"489",1,0.570780423280423
"490",1,0.216375089031339
"491",1,0.587061003745741
"492",1,0.986539598108747
"493",1,0.296456773402208
"494",1,0.227529484792055
"495",1,0.695294095802314
"496",1,0.613272349895675
"497",1,0.78136288998358
"498",1,0.93494005994006
"499",1,0.612273257875279
"500",1,0.861988304093567
"501",1,0.624515088830104
"502",1,0.409513113685565
"503",1,0.432518632689785
"504",1,0.327893944326061
"505",1,0.404894535620498
"506",1,0.562795583449733
"507",1,0.402325328302982
"508",1,0.833161512027491
"509",1,0.516179376501401
"510",1,0.424455611390285
"511",1,0.733535370212409
"512",1,0.751356197901337
"513",1,0.922313296903461
"514",1,0.68964429145152
"515",1,0.279932108664731
"516",1,0.557769513411848
"517",1,0.504581957494575
"518",1,0.517266414141414
"519",1,0.232827897888172
"520",1,0.976571268237935
"521",1,0.392189086551103
"522",1,0.155417207443267
"523",1,0.97423835125448
"524",1,0.834031413612565
"525",1,0.527254428341385
"526",1,0.557755604229819
"527",1,0.670424658401756
"528",1,0.619652945924132
"529",1,0.953072625698324
"530",1,0.255065625450931
"531",1,0.276073617427398
"532",1,0.524955436720143
"533",1,0.921588188347965
"534",1,0.355559710795313
"535",1,0.353928228546406
"536",1,0.874605178771845
"537",1,0.442825701709255
"538",1,0.817207207207207
"539",1,0.409256997155421
"540",1,0.736899778638047
"541",1,0.892977207977208
"542",1,0.885026737967914
"543",1,0.607539840120626
"544",1,0.36536148061481
"545",1,0.931736526946108
"546",1,0.870164410058027
"547",1,0.174973691133912
"548",1,0.623783847265329
"549",1,0.93034404963339
"550",1,0.694786064998831
"551",1,0.565543772360366
"552",1,0.888810518982933
"553",1,0.450518134715026
"554",1,0.268004264805661
"556",1,0.792713872149356
"557",1,0.819193306693307
"558",1,0.819415807560137
"559",1,0.307892665008091
"560",1,0.331486486486487
"561",1,0.649444892016656
"562",1,0.933657839571818
"563",1,0.938247897884792
"564",1,0.77550694919116
"565",1,0.695713287688252
"566",1,0.974214802538502
"567",1,0.802174975562072
"568",1,0.520708397275344
"569",1,0.380816624895572
"570",1,0.73144254378897
"571",1,0.96777799632835
"572",1,0.960043851745059
"573",1,0.876741746457683
"574",1,0.414786324786325
"575",1,0.320185185185185
"576",1,0.945095979866668
"577",1,0.395091830561764
"578",1,0.705398505917092
"579",1,0.21562980030722
"580",1,0.482352263192897
"581",1,0.382427997363368
"582",1,0.510986640735108
"583",1,0.88218085106383
"584",1,0.705797429196819
"585",1,0.414220299070373
"586",1,0.383681639344372
"587",1,0.377777580034607
"588",1,0.310932060888446
"589",1,0.286501938667456
"590",1,0.695089019051368
"591",1,0.177966938070565
"592",1,0.544094173982442
"593",1,0.447371565113501
"594",1,0.622237752245928
"595",1,0.437586139942458
"596",1,0.534816326530612
"597",1,0.528963193394717
"598",1,0.331654142569324
"599",1,0.869279809443744
"600",1,0.563802083333333
"601",1,0.65221734552717
"602",1,0.588238702681594
"603",1,0.313126079447323
"604",1,0.802550161764366
"605",1,0.775721301411909
"606",1,0.446336996336996
"607",1,0.602145214521452
"608",1,0.478710908700047
"609",1,0.262483185364541
"610",1,0.486099044684985
"611",1,0.191108007448789
"612",1,0.707986111111111
"613",1,0.736212914485166
"614",1,0.29151708423831
"615",1,0.735887919349393
"616",1,0.351421231810494
"617",1,0.522356245504756
"618",1,0.906354293854294
"619",1,0.864015151515152
"620",1,0.39055885835543
"621",1,0.481407035175879
"622",1,0.403295668549906
"623",1,0.434864864864865
"624",1,0.468965860191659
"625",1,0.972482721956406
"626",1,0.526539706113259
"627",1,0.524986697475186
"628",1,0.274067201306374
"629",1,0.851382395382395
"630",1,0.923949579831933
"631",1,0.580269190874221
"632",1,0.149627845562151
"633",1,0.549559297845012
"634",1,0.246151791404838
"635",1,0.212666516668886
"636",1,0.300337850972003
"637",1,0.714032154538435
"638",1,0.942087087087087
"639",1,0.31528749028749
"640",1,0.251048192659114
"641",1,0.818798584927617
"642",1,0.807896701000149
"643",1,0.548554803726857
"644",1,0.812234042553191
"645",1,0.332355755411039
"646",1,0.135722819593787
"647",1,0.552550438445318
"648",1,0.532624364882429
"649",1,0.491065028161802
"650",1,0.54093189184692
"651",1,0.53839595781259
"652",1,0.808730158730159
"653",1,0.84984555984556
"654",1,0.276480628093531
"655",1,0.951540154015402
"656",1,0.672605893186004
"657",1,0.97140104596752
"658",1,0.657569766986255
"659",1,0.468320555646804
"660",1,0.350347218145199
"661",1,0.296931944315372
"662",1,0.391360044449932
"663",1,0.469113913664033
"664",1,0.794973544973545
"665",1,0.614604706906233
"666",1,0.916533687943262
"667",1,0.816193181818182
"668",1,0.787252541466025
"669",1,0.300810810810811
"670",1,0.234779309702246
"671",1,0.954046385393536
"672",1,0.94412780656304
"673",1,0.182941946881092
"674",1,0.384517094017094
"675",1,0.347100292631019
"676",1,0.779417122040073
"677",1,0.427603140534326
"678",1,0.530970260662363
"679",1,0.857412818091411
"680",1,0.474912440895662
"681",1,0.881111111111111
"682",1,0.509246228000643
"683",1,0.466998422494139
"684",1,0.635945171849427
"685",1,0.993346253229974
"686",1,0.625037299470027
"687",1,0.694200689530031
"688",1,0.489898455454011
"689",1,0.47464096749811
"690",1,0.708484586574474
"691",1,0.632801124708173
"692",1,0.927830374753452
"693",1,0.195028643036162
"694",1,0.920987654320988
"695",1,0.20416380218798
"696",1,0.578728308728309
"697",1,0.859421804249391
"698",1,0.507796674028684
"699",1,0.605807371467484
"700",1,0.898493747078074
